Image-Name,Label
0076bcb66e46fb485f5ba432b9a1fe8a-514-2056,1
0076bcb66e46fb485f5ba432b9a1fe8a-514-2313,1
0076bcb66e46fb485f5ba432b9a1fe8a-514-257,1
0076bcb66e46fb485f5ba432b9a1fe8a-514-514,1
0076bcb66e46fb485f5ba432b9a1fe8a-514-771,1
0076bcb66e46fb485f5ba432b9a1fe8a-771-1028,1
0076bcb66e46fb485f5ba432b9a1fe8a-771-1285,1
0076bcb66e46fb485f5ba432b9a1fe8a-771-1542,1
0076bcb66e46fb485f5ba432b9a1fe8a-771-1799,1
0076bcb66e46fb485f5ba432b9a1fe8a-771-2056,1
0076bcb66e46fb485f5ba432b9a1fe8a-771-2313,1
0076bcb66e46fb485f5ba432b9a1fe8a-771-2570,1
00a26aaa82c959624d90dfb69fcf259c-1028-1028,1
00a26aaa82c959624d90dfb69fcf259c-1028-1285,1
00a26aaa82c959624d90dfb69fcf259c-1028-1542,1
00a26aaa82c959624d90dfb69fcf259c-1028-771,1
00a26aaa82c959624d90dfb69fcf259c-1285-1028,1
00a26aaa82c959624d90dfb69fcf259c-1285-1285,1
00a26aaa82c959624d90dfb69fcf259c-1285-1542,1
00a26aaa82c959624d90dfb69fcf259c-1285-1799,1
00a26aaa82c959624d90dfb69fcf259c-1542-1542,1
00a26aaa82c959624d90dfb69fcf259c-1542-1799,1
00a26aaa82c959624d90dfb69fcf259c-1542-2056,1
00a26aaa82c959624d90dfb69fcf259c-1799-1799,1
00a26aaa82c959624d90dfb69fcf259c-1799-2056,1
00a26aaa82c959624d90dfb69fcf259c-1799-2313,1
00a26aaa82c959624d90dfb69fcf259c-1799-2570,1
00a26aaa82c959624d90dfb69fcf259c-1799-2827,1
00a26aaa82c959624d90dfb69fcf259c-2056-2313,1
00a26aaa82c959624d90dfb69fcf259c-2056-2570,1
00a26aaa82c959624d90dfb69fcf259c-2056-2827,1
00a26aaa82c959624d90dfb69fcf259c-2056-3084,1
00a26aaa82c959624d90dfb69fcf259c-2056-3341,1
00a26aaa82c959624d90dfb69fcf259c-2313-3084,1
00a26aaa82c959624d90dfb69fcf259c-2313-3341,1
00a26aaa82c959624d90dfb69fcf259c-2313-3598,1
00a26aaa82c959624d90dfb69fcf259c-2313-3855,1
00a26aaa82c959624d90dfb69fcf259c-257-257,1
00a26aaa82c959624d90dfb69fcf259c-257-514,1
00a26aaa82c959624d90dfb69fcf259c-2570-3341,1
00a26aaa82c959624d90dfb69fcf259c-2570-3598,1
00a26aaa82c959624d90dfb69fcf259c-2570-3855,1
00a26aaa82c959624d90dfb69fcf259c-2570-4112,1
00a26aaa82c959624d90dfb69fcf259c-2827-3598,1
00a26aaa82c959624d90dfb69fcf259c-2827-3855,1
00a26aaa82c959624d90dfb69fcf259c-2827-4112,1
00a26aaa82c959624d90dfb69fcf259c-2827-4369,1
00a26aaa82c959624d90dfb69fcf259c-3084-3855,1
00a26aaa82c959624d90dfb69fcf259c-3084-4112,1
00a26aaa82c959624d90dfb69fcf259c-3084-4369,1
00a26aaa82c959624d90dfb69fcf259c-3084-4626,1
00a26aaa82c959624d90dfb69fcf259c-3341-4112,1
00a26aaa82c959624d90dfb69fcf259c-3341-4369,1
00a26aaa82c959624d90dfb69fcf259c-3341-4626,1
00a26aaa82c959624d90dfb69fcf259c-3598-4369,1
00a26aaa82c959624d90dfb69fcf259c-3598-4626,1
00a26aaa82c959624d90dfb69fcf259c-3598-4883,0
00a26aaa82c959624d90dfb69fcf259c-3855-4369,0
00a26aaa82c959624d90dfb69fcf259c-3855-4626,0
00a26aaa82c959624d90dfb69fcf259c-3855-4883,0
00a26aaa82c959624d90dfb69fcf259c-4112-4626,0
00a26aaa82c959624d90dfb69fcf259c-514-257,1
00a26aaa82c959624d90dfb69fcf259c-514-514,1
00a26aaa82c959624d90dfb69fcf259c-514-771,1
00a26aaa82c959624d90dfb69fcf259c-771-1028,1
00a26aaa82c959624d90dfb69fcf259c-771-1285,1
00a26aaa82c959624d90dfb69fcf259c-771-514,1
00a26aaa82c959624d90dfb69fcf259c-771-771,1
00bbc1482301d16de3ff63238cfd0b34-0-2313,0
00bbc1482301d16de3ff63238cfd0b34-0-2570,0
00bbc1482301d16de3ff63238cfd0b34-0-2827,0
00bbc1482301d16de3ff63238cfd0b34-0-3084,0
00bbc1482301d16de3ff63238cfd0b34-0-3341,0
00bbc1482301d16de3ff63238cfd0b34-0-3598,0
00bbc1482301d16de3ff63238cfd0b34-0-3855,0
00bbc1482301d16de3ff63238cfd0b34-0-4112,0
00bbc1482301d16de3ff63238cfd0b34-0-4369,0
00bbc1482301d16de3ff63238cfd0b34-0-4626,0
00bbc1482301d16de3ff63238cfd0b34-0-4883,0
00bbc1482301d16de3ff63238cfd0b34-0-5140,0
00bbc1482301d16de3ff63238cfd0b34-1028-257,1
00bbc1482301d16de3ff63238cfd0b34-257-1028,1
00bbc1482301d16de3ff63238cfd0b34-257-1285,1
00bbc1482301d16de3ff63238cfd0b34-257-1542,0
00bbc1482301d16de3ff63238cfd0b34-257-1799,0
00bbc1482301d16de3ff63238cfd0b34-257-2056,0
00bbc1482301d16de3ff63238cfd0b34-257-2313,0
00bbc1482301d16de3ff63238cfd0b34-257-2570,0
00bbc1482301d16de3ff63238cfd0b34-257-2827,0
00bbc1482301d16de3ff63238cfd0b34-257-3084,0
00bbc1482301d16de3ff63238cfd0b34-257-3341,0
00bbc1482301d16de3ff63238cfd0b34-257-3598,0
00bbc1482301d16de3ff63238cfd0b34-257-3855,0
00bbc1482301d16de3ff63238cfd0b34-257-4112,0
00bbc1482301d16de3ff63238cfd0b34-257-4369,0
00bbc1482301d16de3ff63238cfd0b34-257-4626,0
00bbc1482301d16de3ff63238cfd0b34-257-4883,0
00bbc1482301d16de3ff63238cfd0b34-257-514,1
00bbc1482301d16de3ff63238cfd0b34-257-5140,0
00bbc1482301d16de3ff63238cfd0b34-257-5397,1
00bbc1482301d16de3ff63238cfd0b34-257-5654,1
00bbc1482301d16de3ff63238cfd0b34-257-5911,0
00bbc1482301d16de3ff63238cfd0b34-257-771,1
00bbc1482301d16de3ff63238cfd0b34-514-0,1
00bbc1482301d16de3ff63238cfd0b34-514-1028,1
00bbc1482301d16de3ff63238cfd0b34-514-1285,1
00bbc1482301d16de3ff63238cfd0b34-514-1542,0
00bbc1482301d16de3ff63238cfd0b34-514-1799,0
00bbc1482301d16de3ff63238cfd0b34-514-2056,0
00bbc1482301d16de3ff63238cfd0b34-514-2313,0
00bbc1482301d16de3ff63238cfd0b34-514-257,1
00bbc1482301d16de3ff63238cfd0b34-514-2570,0
00bbc1482301d16de3ff63238cfd0b34-514-2827,0
00bbc1482301d16de3ff63238cfd0b34-514-4883,0
00bbc1482301d16de3ff63238cfd0b34-514-514,1
00bbc1482301d16de3ff63238cfd0b34-514-5140,0
00bbc1482301d16de3ff63238cfd0b34-514-5397,1
00bbc1482301d16de3ff63238cfd0b34-514-5654,1
00bbc1482301d16de3ff63238cfd0b34-514-5911,0
00bbc1482301d16de3ff63238cfd0b34-514-6168,0
00bbc1482301d16de3ff63238cfd0b34-514-6425,0
00bbc1482301d16de3ff63238cfd0b34-514-771,1
00bbc1482301d16de3ff63238cfd0b34-771-0,1
00bbc1482301d16de3ff63238cfd0b34-771-1028,1
00bbc1482301d16de3ff63238cfd0b34-771-1285,1
00bbc1482301d16de3ff63238cfd0b34-771-1542,0
00bbc1482301d16de3ff63238cfd0b34-771-1799,0
00bbc1482301d16de3ff63238cfd0b34-771-257,1
00bbc1482301d16de3ff63238cfd0b34-771-514,1
00bbc1482301d16de3ff63238cfd0b34-771-5397,0
00bbc1482301d16de3ff63238cfd0b34-771-5654,0
00bbc1482301d16de3ff63238cfd0b34-771-5911,0
00bbc1482301d16de3ff63238cfd0b34-771-6168,0
00bbc1482301d16de3ff63238cfd0b34-771-6425,0
00bbc1482301d16de3ff63238cfd0b34-771-771,1
00c15b23b30a5ba061358d9641118904-1028-1542,1
00c15b23b30a5ba061358d9641118904-1028-1799,1
00c15b23b30a5ba061358d9641118904-1028-2056,0
00c15b23b30a5ba061358d9641118904-1028-2313,0
00c15b23b30a5ba061358d9641118904-1028-2570,0
00c15b23b30a5ba061358d9641118904-1028-2827,0
00c15b23b30a5ba061358d9641118904-1028-3084,0
00c15b23b30a5ba061358d9641118904-1028-3341,0
00c15b23b30a5ba061358d9641118904-1028-3598,0
00c15b23b30a5ba061358d9641118904-1028-3855,0
00c15b23b30a5ba061358d9641118904-1028-4112,0
00c15b23b30a5ba061358d9641118904-1028-4369,1
00c15b23b30a5ba061358d9641118904-1028-4626,1
00c15b23b30a5ba061358d9641118904-1028-4883,1
00c15b23b30a5ba061358d9641118904-1028-5140,1
00c15b23b30a5ba061358d9641118904-1028-5397,1
00c15b23b30a5ba061358d9641118904-1028-5654,1
00c15b23b30a5ba061358d9641118904-1028-5911,1
00c15b23b30a5ba061358d9641118904-1028-6168,1
00c15b23b30a5ba061358d9641118904-1028-6425,1
00c15b23b30a5ba061358d9641118904-1028-6682,1
00c15b23b30a5ba061358d9641118904-1028-6939,1
00c15b23b30a5ba061358d9641118904-1028-7196,1
00c15b23b30a5ba061358d9641118904-1028-7453,1
00c15b23b30a5ba061358d9641118904-1028-7710,1
00c15b23b30a5ba061358d9641118904-1028-7967,1
00c15b23b30a5ba061358d9641118904-1028-8224,1
00c15b23b30a5ba061358d9641118904-1285-3341,0
00c15b23b30a5ba061358d9641118904-1285-3598,0
00c15b23b30a5ba061358d9641118904-1285-3855,0
00c15b23b30a5ba061358d9641118904-1285-4112,0
00c15b23b30a5ba061358d9641118904-1285-4369,1
00c15b23b30a5ba061358d9641118904-1285-4626,1
00c15b23b30a5ba061358d9641118904-1285-4883,1
00c15b23b30a5ba061358d9641118904-1285-5140,1
00c15b23b30a5ba061358d9641118904-1285-5397,1
00c15b23b30a5ba061358d9641118904-1285-5654,1
00c15b23b30a5ba061358d9641118904-1285-5911,1
00c15b23b30a5ba061358d9641118904-1285-6168,1
00c15b23b30a5ba061358d9641118904-1285-6425,1
00c15b23b30a5ba061358d9641118904-1285-6682,1
00c15b23b30a5ba061358d9641118904-1285-6939,1
00c15b23b30a5ba061358d9641118904-1285-7196,1
00c15b23b30a5ba061358d9641118904-1285-7453,1
00c15b23b30a5ba061358d9641118904-1285-7710,1
00c15b23b30a5ba061358d9641118904-1285-7967,1
00c15b23b30a5ba061358d9641118904-1285-8224,1
00c15b23b30a5ba061358d9641118904-1285-8481,1
00c15b23b30a5ba061358d9641118904-1285-8738,1
00c15b23b30a5ba061358d9641118904-1542-5911,1
00c15b23b30a5ba061358d9641118904-1542-6168,1
00c15b23b30a5ba061358d9641118904-1542-6425,1
00c15b23b30a5ba061358d9641118904-1542-6682,1
00c15b23b30a5ba061358d9641118904-1542-6939,1
00c15b23b30a5ba061358d9641118904-1542-7196,1
00c15b23b30a5ba061358d9641118904-1542-7453,1
00c15b23b30a5ba061358d9641118904-1542-7710,1
00c15b23b30a5ba061358d9641118904-1542-7967,1
00c15b23b30a5ba061358d9641118904-1542-8224,1
00c15b23b30a5ba061358d9641118904-1542-8481,1
00c15b23b30a5ba061358d9641118904-1542-8738,1
00c15b23b30a5ba061358d9641118904-1799-6939,1
00c15b23b30a5ba061358d9641118904-1799-7196,1
00c15b23b30a5ba061358d9641118904-1799-7453,1
00c15b23b30a5ba061358d9641118904-1799-7710,1
00c15b23b30a5ba061358d9641118904-1799-7967,1
00c15b23b30a5ba061358d9641118904-1799-8224,1
00c15b23b30a5ba061358d9641118904-1799-8481,1
00c15b23b30a5ba061358d9641118904-257-1028,1
00c15b23b30a5ba061358d9641118904-257-1285,1
00c15b23b30a5ba061358d9641118904-257-1542,1
00c15b23b30a5ba061358d9641118904-257-257,0
00c15b23b30a5ba061358d9641118904-257-514,1
00c15b23b30a5ba061358d9641118904-257-771,1
00c15b23b30a5ba061358d9641118904-514-0,0
00c15b23b30a5ba061358d9641118904-514-1028,1
00c15b23b30a5ba061358d9641118904-514-1285,1
00c15b23b30a5ba061358d9641118904-514-1542,1
00c15b23b30a5ba061358d9641118904-514-1799,1
00c15b23b30a5ba061358d9641118904-514-2056,0
00c15b23b30a5ba061358d9641118904-514-2313,0
00c15b23b30a5ba061358d9641118904-514-257,0
00c15b23b30a5ba061358d9641118904-514-514,1
00c15b23b30a5ba061358d9641118904-514-771,1
00c15b23b30a5ba061358d9641118904-771-1028,1
00c15b23b30a5ba061358d9641118904-771-1285,1
00c15b23b30a5ba061358d9641118904-771-1542,1
00c15b23b30a5ba061358d9641118904-771-1799,1
00c15b23b30a5ba061358d9641118904-771-2056,0
00c15b23b30a5ba061358d9641118904-771-2313,0
00c15b23b30a5ba061358d9641118904-771-257,0
00c15b23b30a5ba061358d9641118904-771-2570,0
00c15b23b30a5ba061358d9641118904-771-2827,0
00c15b23b30a5ba061358d9641118904-771-3084,0
00c15b23b30a5ba061358d9641118904-771-3341,0
00c15b23b30a5ba061358d9641118904-771-3598,0
00c15b23b30a5ba061358d9641118904-771-3855,0
00c15b23b30a5ba061358d9641118904-771-4112,0
00c15b23b30a5ba061358d9641118904-771-4369,0
00c15b23b30a5ba061358d9641118904-771-4626,1
00c15b23b30a5ba061358d9641118904-771-4883,1
00c15b23b30a5ba061358d9641118904-771-514,1
00c15b23b30a5ba061358d9641118904-771-5140,1
00c15b23b30a5ba061358d9641118904-771-5397,1
00c15b23b30a5ba061358d9641118904-771-5654,1
00c15b23b30a5ba061358d9641118904-771-5911,1
00c15b23b30a5ba061358d9641118904-771-771,1
00c46b336b5b06423fcdec1b4d5bee06-0-0,1
00c46b336b5b06423fcdec1b4d5bee06-0-1028,1
00c46b336b5b06423fcdec1b4d5bee06-0-1285,1
00c46b336b5b06423fcdec1b4d5bee06-0-1542,1
00c46b336b5b06423fcdec1b4d5bee06-0-1799,1
00c46b336b5b06423fcdec1b4d5bee06-0-2056,1
00c46b336b5b06423fcdec1b4d5bee06-0-2313,1
00c46b336b5b06423fcdec1b4d5bee06-0-257,1
00c46b336b5b06423fcdec1b4d5bee06-0-2570,1
00c46b336b5b06423fcdec1b4d5bee06-0-2827,1
00c46b336b5b06423fcdec1b4d5bee06-0-3084,1
00c46b336b5b06423fcdec1b4d5bee06-0-3341,1
00c46b336b5b06423fcdec1b4d5bee06-0-3598,1
00c46b336b5b06423fcdec1b4d5bee06-0-3855,1
00c46b336b5b06423fcdec1b4d5bee06-0-514,1
00c46b336b5b06423fcdec1b4d5bee06-0-5654,1
00c46b336b5b06423fcdec1b4d5bee06-0-5911,1
00c46b336b5b06423fcdec1b4d5bee06-0-6168,1
00c46b336b5b06423fcdec1b4d5bee06-0-6425,0
00c46b336b5b06423fcdec1b4d5bee06-0-6682,0
00c46b336b5b06423fcdec1b4d5bee06-0-6939,0
00c46b336b5b06423fcdec1b4d5bee06-0-7196,1
00c46b336b5b06423fcdec1b4d5bee06-0-7453,1
00c46b336b5b06423fcdec1b4d5bee06-0-771,1
00c46b336b5b06423fcdec1b4d5bee06-257-0,1
00c46b336b5b06423fcdec1b4d5bee06-257-1028,1
00c46b336b5b06423fcdec1b4d5bee06-257-1285,1
00c46b336b5b06423fcdec1b4d5bee06-257-1542,1
00c46b336b5b06423fcdec1b4d5bee06-257-1799,1
00c46b336b5b06423fcdec1b4d5bee06-257-2056,1
00c46b336b5b06423fcdec1b4d5bee06-257-2313,1
00c46b336b5b06423fcdec1b4d5bee06-257-257,1
00c46b336b5b06423fcdec1b4d5bee06-257-2570,1
00c46b336b5b06423fcdec1b4d5bee06-257-2827,1
00c46b336b5b06423fcdec1b4d5bee06-257-3084,1
00c46b336b5b06423fcdec1b4d5bee06-257-3341,1
00c46b336b5b06423fcdec1b4d5bee06-257-3598,1
00c46b336b5b06423fcdec1b4d5bee06-257-3855,1
00c46b336b5b06423fcdec1b4d5bee06-257-4112,1
00c46b336b5b06423fcdec1b4d5bee06-257-4369,1
00c46b336b5b06423fcdec1b4d5bee06-257-4626,1
00c46b336b5b06423fcdec1b4d5bee06-257-4883,1
00c46b336b5b06423fcdec1b4d5bee06-257-514,1
00c46b336b5b06423fcdec1b4d5bee06-257-5140,0
00c46b336b5b06423fcdec1b4d5bee06-257-5397,1
00c46b336b5b06423fcdec1b4d5bee06-257-5654,1
00c46b336b5b06423fcdec1b4d5bee06-257-5911,1
00c46b336b5b06423fcdec1b4d5bee06-257-6168,1
00c46b336b5b06423fcdec1b4d5bee06-257-6425,0
00c46b336b5b06423fcdec1b4d5bee06-257-6682,0
00c46b336b5b06423fcdec1b4d5bee06-257-6939,0
00c46b336b5b06423fcdec1b4d5bee06-257-7196,1
00c46b336b5b06423fcdec1b4d5bee06-257-7453,1
00c46b336b5b06423fcdec1b4d5bee06-257-771,1
00c46b336b5b06423fcdec1b4d5bee06-514-0,1
00c46b336b5b06423fcdec1b4d5bee06-514-1028,1
00c46b336b5b06423fcdec1b4d5bee06-514-1285,1
00c46b336b5b06423fcdec1b4d5bee06-514-2313,1
00c46b336b5b06423fcdec1b4d5bee06-514-257,1
00c46b336b5b06423fcdec1b4d5bee06-514-2570,1
00c46b336b5b06423fcdec1b4d5bee06-514-2827,1
00c46b336b5b06423fcdec1b4d5bee06-514-3084,1
00c46b336b5b06423fcdec1b4d5bee06-514-3341,1
00c46b336b5b06423fcdec1b4d5bee06-514-3598,1
00c46b336b5b06423fcdec1b4d5bee06-514-3855,1
00c46b336b5b06423fcdec1b4d5bee06-514-4112,1
00c46b336b5b06423fcdec1b4d5bee06-514-4369,1
00c46b336b5b06423fcdec1b4d5bee06-514-4626,1
00c46b336b5b06423fcdec1b4d5bee06-514-4883,1
00c46b336b5b06423fcdec1b4d5bee06-514-514,1
00c46b336b5b06423fcdec1b4d5bee06-514-5140,0
00c46b336b5b06423fcdec1b4d5bee06-514-5397,1
00c46b336b5b06423fcdec1b4d5bee06-514-5654,1
00c46b336b5b06423fcdec1b4d5bee06-514-5911,1
00c46b336b5b06423fcdec1b4d5bee06-514-6168,1
00c46b336b5b06423fcdec1b4d5bee06-514-771,1
00c46b336b5b06423fcdec1b4d5bee06-771-3855,1
00c46b336b5b06423fcdec1b4d5bee06-771-4112,1
00c46b336b5b06423fcdec1b4d5bee06-771-4369,1
00c46b336b5b06423fcdec1b4d5bee06-771-4626,1
00c46b336b5b06423fcdec1b4d5bee06-771-4883,1
00c52cb4db1c7a5811a8f070a910c038-0-4626,0
00c52cb4db1c7a5811a8f070a910c038-0-4883,0
00c52cb4db1c7a5811a8f070a910c038-0-5140,1
00c52cb4db1c7a5811a8f070a910c038-0-5397,1
00c52cb4db1c7a5811a8f070a910c038-1028-2056,1
00c52cb4db1c7a5811a8f070a910c038-1028-2313,1
00c52cb4db1c7a5811a8f070a910c038-1028-2570,1
00c52cb4db1c7a5811a8f070a910c038-1028-2827,1
00c52cb4db1c7a5811a8f070a910c038-1028-3084,1
00c52cb4db1c7a5811a8f070a910c038-1028-3341,1
00c52cb4db1c7a5811a8f070a910c038-1028-3598,1
00c52cb4db1c7a5811a8f070a910c038-1028-3855,1
00c52cb4db1c7a5811a8f070a910c038-1285-1542,1
00c52cb4db1c7a5811a8f070a910c038-1285-1799,1
00c52cb4db1c7a5811a8f070a910c038-1285-2056,1
00c52cb4db1c7a5811a8f070a910c038-1285-2313,1
00c52cb4db1c7a5811a8f070a910c038-1285-2570,1
00c52cb4db1c7a5811a8f070a910c038-1285-2827,1
00c52cb4db1c7a5811a8f070a910c038-1285-3084,1
00c52cb4db1c7a5811a8f070a910c038-1285-3341,0
00c52cb4db1c7a5811a8f070a910c038-1542-0,0
00c52cb4db1c7a5811a8f070a910c038-1542-1028,1
00c52cb4db1c7a5811a8f070a910c038-1542-1285,1
00c52cb4db1c7a5811a8f070a910c038-1542-1542,1
00c52cb4db1c7a5811a8f070a910c038-1542-1799,1
00c52cb4db1c7a5811a8f070a910c038-1542-2056,1
00c52cb4db1c7a5811a8f070a910c038-1542-2313,1
00c52cb4db1c7a5811a8f070a910c038-1542-257,0
00c52cb4db1c7a5811a8f070a910c038-1542-2570,1
00c52cb4db1c7a5811a8f070a910c038-1542-2827,1
00c52cb4db1c7a5811a8f070a910c038-1542-514,1
00c52cb4db1c7a5811a8f070a910c038-1542-771,1
00c52cb4db1c7a5811a8f070a910c038-1799-0,0
00c52cb4db1c7a5811a8f070a910c038-1799-1028,1
00c52cb4db1c7a5811a8f070a910c038-1799-1285,1
00c52cb4db1c7a5811a8f070a910c038-1799-1542,1
00c52cb4db1c7a5811a8f070a910c038-1799-1799,1
00c52cb4db1c7a5811a8f070a910c038-1799-2056,1
00c52cb4db1c7a5811a8f070a910c038-1799-257,0
00c52cb4db1c7a5811a8f070a910c038-1799-514,1
00c52cb4db1c7a5811a8f070a910c038-1799-771,1
00c52cb4db1c7a5811a8f070a910c038-2056-1028,0
00c52cb4db1c7a5811a8f070a910c038-2056-1285,0
00c52cb4db1c7a5811a8f070a910c038-2056-1542,1
00c52cb4db1c7a5811a8f070a910c038-2056-514,1
00c52cb4db1c7a5811a8f070a910c038-2056-771,1
00c52cb4db1c7a5811a8f070a910c038-257-3855,1
00c52cb4db1c7a5811a8f070a910c038-257-4112,1
00c52cb4db1c7a5811a8f070a910c038-257-4369,1
00c52cb4db1c7a5811a8f070a910c038-257-4626,1
00c52cb4db1c7a5811a8f070a910c038-257-4883,0
00c52cb4db1c7a5811a8f070a910c038-257-5140,1
00c52cb4db1c7a5811a8f070a910c038-257-5397,1
00c52cb4db1c7a5811a8f070a910c038-514-3341,1
00c52cb4db1c7a5811a8f070a910c038-514-3598,1
00c52cb4db1c7a5811a8f070a910c038-514-3855,1
00c52cb4db1c7a5811a8f070a910c038-514-4112,1
00c52cb4db1c7a5811a8f070a910c038-514-4369,1
00c52cb4db1c7a5811a8f070a910c038-514-4626,1
00c52cb4db1c7a5811a8f070a910c038-514-4883,0
00c52cb4db1c7a5811a8f070a910c038-771-2827,0
00c52cb4db1c7a5811a8f070a910c038-771-3084,0
00c52cb4db1c7a5811a8f070a910c038-771-3341,1
00c52cb4db1c7a5811a8f070a910c038-771-3598,1
00c52cb4db1c7a5811a8f070a910c038-771-3855,1
00c52cb4db1c7a5811a8f070a910c038-771-4112,1
00c52cb4db1c7a5811a8f070a910c038-771-4369,1
00ca0c23961b5510be46c917be11c43e-0-8481,1
00ca0c23961b5510be46c917be11c43e-0-8738,1
00ca0c23961b5510be46c917be11c43e-0-8995,1
00ca0c23961b5510be46c917be11c43e-1028-1028,1
00ca0c23961b5510be46c917be11c43e-1028-1285,1
00ca0c23961b5510be46c917be11c43e-1028-1542,1
00ca0c23961b5510be46c917be11c43e-1028-1799,0
00ca0c23961b5510be46c917be11c43e-1028-2056,0
00ca0c23961b5510be46c917be11c43e-1028-2313,0
00ca0c23961b5510be46c917be11c43e-1028-2570,0
00ca0c23961b5510be46c917be11c43e-1028-514,0
00ca0c23961b5510be46c917be11c43e-1028-6168,0
00ca0c23961b5510be46c917be11c43e-1028-6425,0
00ca0c23961b5510be46c917be11c43e-1028-6682,1
00ca0c23961b5510be46c917be11c43e-1028-6939,1
00ca0c23961b5510be46c917be11c43e-1028-7196,1
00ca0c23961b5510be46c917be11c43e-1028-7453,1
00ca0c23961b5510be46c917be11c43e-1028-771,0
00ca0c23961b5510be46c917be11c43e-1028-7710,1
00ca0c23961b5510be46c917be11c43e-1028-7967,1
00ca0c23961b5510be46c917be11c43e-1028-8224,0
00ca0c23961b5510be46c917be11c43e-1028-8481,1
00ca0c23961b5510be46c917be11c43e-1028-8738,1
00ca0c23961b5510be46c917be11c43e-257-2827,0
00ca0c23961b5510be46c917be11c43e-257-3084,0
00ca0c23961b5510be46c917be11c43e-257-3341,0
00ca0c23961b5510be46c917be11c43e-257-3598,0
00ca0c23961b5510be46c917be11c43e-257-3855,0
00ca0c23961b5510be46c917be11c43e-257-4112,0
00ca0c23961b5510be46c917be11c43e-257-4369,0
00ca0c23961b5510be46c917be11c43e-257-4883,0
00ca0c23961b5510be46c917be11c43e-257-5140,0
00ca0c23961b5510be46c917be11c43e-257-5397,0
00ca0c23961b5510be46c917be11c43e-257-5654,0
00ca0c23961b5510be46c917be11c43e-257-5911,0
00ca0c23961b5510be46c917be11c43e-257-6168,0
00ca0c23961b5510be46c917be11c43e-257-8481,1
